disease,year,month,expected,observed,period,oe_ratio,pct_change,expected_lo80,expected_hi80,expected_lo95,expected_hi95,below_pi95,above_pi95,date,deficit,excess,cum_deficit,cum_excess,cum_net,debt_ratio
Meningococcal disease (invasive),2022,9,17.307014004449744,17,transition,0.9822607178586202,-1.7739282141379729,9.838913617591643,36.14997535775142,7.63802005717637,59.841828277626746,FALSE,FALSE,2022-09-01,0.30701400444974425,0,303.11731685252926,0.7477397040916678,-302.3695771484376,0.002466832683318629
Meningococcal disease (invasive),2022,10,16.661878420734737,5,transition,0.30008621319537365,-69.99137868046263,9.54646106156227,34.3435145037039,7.432977663542781,56.19381033705801,TRUE,FALSE,2022-10-01,11.661878420734737,0,314.77919527326395,0.7477397040916678,-314.0314555691723,0.0023754419457186335
Meningococcal disease (invasive),2022,11,16.559500760972846,13,transition,0.7850478216491998,-21.495217835080012,9.499752519605616,34.059952748954665,7.400149910483404,55.6266251598076,FALSE,FALSE,2022-11-01,3.5595007609728455,0,318.3386960342368,0.7477397040916678,-317.59095633014516,0.0023488809667400585
Meningococcal disease (invasive),2022,12,16.03102653077434,17,transition,1.060443632063458,6.044363206345809,9.257308839644194,32.60973333134688,7.229396805327403,52.7491270493885,FALSE,FALSE,2022-12-01,0,0.9689734692256593,318.3386960342368,1.716713173317327,-316.6219828609195,0.005392725404431189
Meningococcal disease (invasive),2023,1,16.323444197662038,9,post_covid,0.5513542295987415,-44.86457704012585,9.391736828999656,33.40937471575865,7.324149027526883,54.33094040804699,FALSE,FALSE,2023-01-01,7.323444197662038,0,325.66214023189883,1.716713173317327,-323.9454270585815,0.005271454557459098
Meningococcal disease (invasive),2023,2,16.44728442051373,6,post_covid,0.3648018631280282,-63.51981368719718,9.448459637543914,33.75011765164397,7.364074609119411,55.0085845608288,TRUE,FALSE,2023-02-01,10.447284420513729,0,336.1094246524126,1.716713173317327,-334.3927114790953,0.0051076020111386795
Meningococcal disease (invasive),2023,3,16.762941317927744,8,post_covid,0.47724321455710794,-52.27567854428921,9.584441952717214,34.67354595871247,7.456666606788316,56.908301046404,FALSE,FALSE,2023-03-01,8.762941317927744,0,344.8723659703403,1.716713173317327,-343.155652797023,0.004977821776143606
Meningococcal disease (invasive),2023,4,16.84404404992575,9,post_covid,0.5343134922542353,-46.56865077457647,9.619152992751502,34.912990082631765,7.480232172725714,57.404447991514246,FALSE,FALSE,2023-04-01,7.844044049925749,0,352.7164100202661,1.716713173317327,-350.9996968469488,0.004867120226185931
Meningococcal disease (invasive),2023,5,17.020021838808365,20,post_covid,1.175086623825406,17.508662382540603,9.695773253995185,35.425553111244355,7.532789103633669,58.46123464328467,FALSE,FALSE,2023-05-01,0,2.979978161191635,352.7164100202661,4.696691334508962,-348.01971868575714,0.013315772107793633
Meningococcal disease (invasive),2023,6,16.987398418297907,15,post_covid,0.8830074877058756,-11.69925122941244,9.680373054626829,35.33785668685595,7.521761896910877,58.287834814939735,FALSE,FALSE,2023-06-01,1.9873984182979072,0,354.70380843856395,4.696691334508962,-350.007117104055,0.013241164100222642
Meningococcal disease (invasive),2023,7,17.01236074434126,19,post_covid,1.116835005178213,11.683500517821296,9.691662657590944,35.40802943004307,7.529670182016275,58.43002846978842,FALSE,FALSE,2023-07-01,0,1.9876392556587383,354.70380843856395,6.684330590167701,-348.01947784839626,0.018844823289585436
Meningococcal disease (invasive),2023,8,17.153396491391906,10,post_covid,0.5829749230724249,-41.70250769275751,9.755357950759176,35.80546007442635,7.574264338937724,59.23706941000604,FALSE,FALSE,2023-08-01,7.153396491391906,0,361.85720492995586,6.684330590167701,-355.17287433978817,0.01847228823718344
Meningococcal disease (invasive),2023,9,17.035884604095177,9,post_covid,0.5282966050284545,-47.170339497154536,9.702297281005134,35.47420512901483,7.53711848865461,58.56420594797457,FALSE,FALSE,2023-09-01,8.035884604095177,0,369.89308953405106,6.684330590167701,-363.20875894388337,0.01807097991094631
Meningococcal disease (invasive),2023,10,16.7548740554272,10,post_covid,0.5968412515020262,-40.31587484979738,9.57497750522333,34.68664720270716,7.447871154117439,56.97260118475191,FALSE,FALSE,2023-10-01,6.7548740554272015,0,376.64796358947825,6.684330590167701,-369.96363299931056,0.017746891623853796
Meningococcal disease (invasive),2023,11,16.709491146190796,13,post_covid,0.7780009508526275,-22.19990491473725,9.554357627571996,34.56006353584035,7.433401832666861,56.71785305729847,FALSE,FALSE,2023-11-01,3.7094911461907962,0,380.3574547356691,6.684330590167701,-373.6731241455014,0.01757381249386318
Meningococcal disease (invasive),2023,12,16.47164338181037,13,post_covid,0.7892351539346641,-21.076484606533583,9.446024661320475,33.89940500277242,7.357311690980178,55.39310540446533,FALSE,FALSE,2023-12-01,3.4716433818103702,0,383.8290981174794,6.684330590167701,-377.14476752731173,0.017414861517669026
Meningococcal disease (invasive),2024,1,16.60399996533723,8,post_covid,0.48181161266567846,-51.81883873343216,9.506364661544822,34.26647468622552,7.399707627171467,56.12815142002386,FALSE,FALSE,2024-01-01,8.60399996533723,0,392.4330980828167,6.684330590167701,-385.748767492649,0.017033044926187853
Meningococcal disease (invasive),2024,2,16.65949171723134,3,post_covid,0.18007752282724346,-81.99224771727566,9.531621453343154,34.42079838042072,7.417442468173788,56.43792637359948,TRUE,FALSE,2024-02-01,13.65949171723134,0,406.092589800048,6.684330590167701,-399.4082592098803,0.01646011465872582
Meningococcal disease (invasive),2024,3,16.799458516944505,10,post_covid,0.5952572810554376,-40.47427189445624,9.593671897785828,34.82069733217407,7.460411297343338,57.25287254079237,FALSE,FALSE,2024-03-01,6.7994585169445045,0,412.8920483169925,6.684330590167701,-406.2077177268248,0.01618905139349134
Meningococcal disease (invasive),2024,4,16.83508390545671,11,post_covid,0.6533973968751412,-34.66026031248588,9.609423206663523,34.9228684945533,7.471305829615643,57.46170181538635,FALSE,FALSE,2024-04-01,5.83508390545671,0,418.7271322224492,6.684330590167701,-412.0428016322815,0.01596345227186435
Meningococcal disease (invasive),2024,5,16.9119195465254,5,post_covid,0.2956494670072661,-70.43505329927339,9.643646281309444,35.14184590045939,7.495076256189672,57.90811897360924,TRUE,FALSE,2024-05-01,11.9119195465254,0,430.63905176897464,6.684330590167701,-423.95472117880695,0.015521886746475677
Meningococcal disease (invasive),2024,6,16.89772317473266,15,post_covid,0.8876935575811571,-11.230644241884292,9.637094319674253,35.10278693129982,7.490438697237818,57.82993812544335,FALSE,FALSE,2024-06-01,1.8977231747326613,0,432.53677494370726,6.684330590167701,-425.85244435353957,0.015453785614038568
Meningococcal disease (invasive),2024,7,16.90858769349851,12,post_covid,0.7096985400273317,-29.03014599726684,9.642014192112248,35.13326298257913,7.49388668567992,57.89157625420754,FALSE,FALSE,2024-07-01,4.908587693498511,0,437.4453626372058,6.684330590167701,-430.7610320470381,0.015280378216539315
Meningococcal disease (invasive),2024,8,16.96973506595371,22,post_covid,1.2964256610074298,29.642566100742982,9.66968696430964,35.30496789864868,7.513276019617347,58.239171983084304,FALSE,FALSE,2024-08-01,0,5.03026493404629,437.4453626372058,11.71459552421399,-425.73076711299177,0.026779562717480356
Meningococcal disease (invasive),2024,9,16.91881457184545,17,post_covid,1.004798529341982,0.47985293419819064,9.646644477340647,35.16195922975444,7.497131500204535,57.949630403738,FALSE,FALSE,2024-09-01,0,0.08118542815455143,437.4453626372058,11.795780952368542,-425.64958168483724,0.02696515258787037
Meningococcal disease (invasive),2024,10,16.795907417699897,9,post_covid,0.5358448207755421,-46.41551792244579,9.59094349100825,34.81765379896745,7.458082970197062,57.25408558037295,FALSE,FALSE,2024-10-01,7.7959074176998975,0,445.24127005490567,11.795780952368542,-433.4454891025371,0.026493008949763183
Meningococcal disease (invasive),2024,11,16.775905236409912,12,post_covid,0.7153116228837277,-28.468837711627227,9.581867420204745,34.76173790372533,7.4517173247922495,57.14133475001368,FALSE,FALSE,2024-11-01,4.775905236409912,0,450.0171752913156,11.795780952368542,-438.22139433894705,0.0262118461250565
Meningococcal disease (invasive),2024,12,16.67036797945648,12,post_covid,0.7198401387892608,-28.01598612107393,9.533927445375443,34.46725234215716,7.418080011593688,56.54847925744703,FALSE,FALSE,2024-12-01,4.670367979456479,0,454.6875432707721,11.795780952368542,-442.89176231840355,0.025942608560410918
Salmonellosis,2020,3,1711.3994759297436,1221,covid_acute,0.7134511942845333,-28.65488057154667,1019.4092190444564,4659.594167235885,834.570482467118,24381.674869060545,FALSE,FALSE,2020-03-01,490.39947592974363,0,490.39947592974363,0,-490.39947592974363,0
Salmonellosis,2020,4,1538.2176529721037,752,covid_acute,0.4888774995833688,-51.11225004166312,951.8171169099836,3648.09785204985,787.6943473322524,10758.730198887706,TRUE,FALSE,2020-04-01,786.2176529721037,0,1276.6171289018473,0,-1276.6171289018473,0
Salmonellosis,2020,5,1375.730150647954,980,covid_acute,0.7123490021196602,-28.765099788033975,880.4242941403196,2934.841677585368,735.9003551321614,6595.593784462342,FALSE,FALSE,2020-05-01,395.7301506479539,0,1672.3472795498012,0,-1672.3472795498012,0
Salmonellosis,2020,6,964.2591772920058,648,covid_acute,0.6720184938450077,-32.798150615499225,660.0595103865726,1721.7230769700814,563.4831895318043,2839.7086521879887,FALSE,FALSE,2020-06-01,316.2591772920058,0,1988.606456841807,0,-1988.606456841807,0
Salmonellosis,2020,7,879.8028303380528,571,covid_acute,0.6490090510172611,-35.09909489827389,617.869101334308,1481.7632576430683,531.9625662796321,2262.9902027110725,FALSE,FALSE,2020-07-01,308.8028303380528,0,2297.40928717986,0,-2297.40928717986,0
Salmonellosis,2020,8,985.9739136167112,428,covid_acute,0.4340885636923466,-56.59114363076534,668.1816319926265,1803.5484997311453,568.5616711097367,3079.7418001362817,TRUE,FALSE,2020-08-01,557.9739136167112,0,2855.383200796571,0,-2855.383200796571,0
Salmonellosis,2020,9,760.58985477954,498,covid_acute,0.6547549863708704,-34.524501362912964,548.624941356633,1210.5070048484772,476.6868385935439,1730.0764610243707,FALSE,FALSE,2020-09-01,262.58985477954,0,3117.973055576111,0,-3117.973055576111,0
Salmonellosis,2020,10,1006.3023253756826,713,covid_acute,0.7085345845085034,-29.146541549149667,671.2113579515423,1915.4745165848524,568.2483368442449,3478.183487396832,FALSE,FALSE,2020-10-01,293.3023253756826,0,3411.2753809517935,0,-3411.2753809517935,0
Salmonellosis,2020,11,1375.044289099192,649,covid_acute,0.4719847972498164,-52.80152027501836,823.6037570676871,3664.2709842023423,675.3079640048431,17063.162039382732,TRUE,FALSE,2020-11-01,726.0442890991919,0,4137.319670050985,0,-4137.319670050985,0
Salmonellosis,2020,12,1165.8841886771768,917,covid_acute,0.7865275204052958,-21.347247959470412,738.0175456804825,2570.4855996427045,614.8534313571251,6226.821582646619,FALSE,FALSE,2020-12-01,248.88418867717678,0,4386.203858728162,0,-4386.203858728162,0
Salmonellosis,2021,1,1665.8631782850573,1721,covid_acute,1.033098049367838,3.309804936783822,922.6180944238716,6393.620215176664,740.835753012185,NA,FALSE,NA,2021-01-01,0,55.1368217149427,4386.203858728162,55.1368217149427,-4331.067037013219,0.012570510512233773
Salmonellosis,2021,2,1889.179020639192,1111,covid_acute,0.5880861410498303,-41.19138589501697,990.1235871419188,10620.334132496157,784.2539790697325,NA,FALSE,NA,2021-02-01,778.179020639192,0,5164.382879367355,55.1368217149427,-5109.246057652412,0.010676362113898311
Salmonellosis,2021,3,1769.5793292253763,1194,covid_acute,0.6747366338883869,-32.52633661116131,926.6263309370154,10022.499484146372,733.8045709448603,NA,FALSE,NA,2021-03-01,575.5793292253763,0,5739.96220859273,55.1368217149427,-5684.825386877787,0.009605781312009827
Salmonellosis,2021,4,1376.8737681538962,1162,covid_acute,0.8439408367536861,-15.605916324631387,799.8755811849286,4160.055181620094,650.3766292447098,55282.06856915789,FALSE,FALSE,2021-04-01,214.8737681538962,0,5954.835976746627,55.1368217149427,-5899.699155031684,0.009259167159305406
Salmonellosis,2021,5,1378.8627631052498,708,covid_acute,0.5134666182481844,-48.65333817518156,799.1168477874388,4210.512361858128,649.3413886486413,66242.71703133426,FALSE,FALSE,2021-05-01,670.8627631052498,0,6625.698739851877,55.1368217149427,-6570.561918136934,0.008321661439767683
Salmonellosis,2021,6,852.1532848297446,558,covid_acute,0.6548117691190796,-34.51882308809204,578.1857603913957,1554.212139784565,492.1737693983787,2642.5874978306647,FALSE,FALSE,2021-06-01,294.1532848297446,0,6919.8520246816215,55.1368217149427,-6864.715202966679,0.00796791918646259
Salmonellosis,2021,7,836.6756645300836,577,covid_acute,0.6896340176501612,-31.036598234983888,570.7392225826015,1506.3330056015848,486.6806861868235,2513.6581532746136,FALSE,FALSE,2021-07-01,259.6756645300836,0,7179.527689211705,55.1368217149427,-7124.390867496762,0.007679728263712092
Salmonellosis,2021,8,961.553923053815,394,covid_acute,0.4097534111749957,-59.02465888250043,628.0786960292379,1935.066315241183,528.2639050255882,3868.9884906911566,TRUE,FALSE,2021-08-01,567.553923053815,0,7747.08161226552,55.1368217149427,-7691.944790550577,0.007117108670657046
Salmonellosis,2021,9,810.3924479512857,477,covid_acute,0.5886037082476284,-41.139629175237154,556.6020987326915,1435.5628066841973,475.6859308552272,2341.8352050416947,FALSE,FALSE,2021-09-01,333.3924479512857,0,8080.474060216806,55.1368217149427,-8025.337238501863,0.006823463735426351
Salmonellosis,2021,10,1076.1623286217336,844,covid_acute,0.7842683000072401,-21.573169999275983,676.1714037971784,2428.351292549671,562.0873990086492,6230.695791605037,FALSE,FALSE,2021-10-01,232.16232862173365,0,8312.636388838539,55.1368217149427,-8257.499567123596,0.006632892278191726
Salmonellosis,2021,11,1435.1649337997628,1005,covid_acute,0.7002679457469378,-29.973205425306208,809.678164676285,4983.892715192152,653.256212329904,NA,FALSE,NA,2021-11-01,430.1649337997628,0,8742.801322638303,55.1368217149427,-8687.66450092336,0.006306539480906806
Salmonellosis,2021,12,1202.2790426816764,1038,covid_acute,0.8633603041809221,-13.663969581907786,725.5847672715339,3113.9087043534582,596.1996083321247,12668.774872463291,FALSE,FALSE,2021-12-01,164.2790426816764,0,8907.080365319978,55.1368217149427,-8851.943543605035,0.0061902238953203785
Salmonellosis,2022,1,1874.6922391203043,924,transition,0.4928809010451684,-50.71190989548317,941.7414860416052,16419.396249346803,738.5548409327967,NA,FALSE,NA,2022-01-01,950.6922391203043,0,9857.772604440283,55.1368217149427,-9802.63578272534,0.005593233271591918
Salmonellosis,2022,2,2220.104535745189,1110,transition,0.4999764570218416,-50.00235429781584,1027.7571107460694,68322301.89481659,791.7216505529716,NA,FALSE,NA,2022-02-01,1110.104535745189,0,10967.877140185472,55.1368217149427,-10912.740318470529,0.005027118831676693
Salmonellosis,2022,3,1742.2990665261211,1175,transition,0.6743962747697334,-32.56037252302666,834.2080300921311,39831.15451816207,647.2564720974201,NA,FALSE,NA,2022-03-01,567.2990665261211,0,11535.176206711592,55.1368217149427,-11480.03938499665,0.004779885519465412
Salmonellosis,2022,4,1483.650669058081,1187,transition,0.8000535602855797,-19.994643971442027,765.6275933347011,9599.108848015048,604.2041524148015,NA,FALSE,NA,2022-04-01,296.6506690580809,0,11831.826875769673,55.1368217149427,-11776.69005405473,0.004660042975092635
Salmonellosis,2022,5,1380.8985334562406,767,transition,0.5554354512060212,-44.456454879397874,733.8536300570308,6947.271872598434,583.2239997525661,NA,FALSE,NA,2022-05-01,613.8985334562406,0,12445.725409225914,55.1368217149427,-12390.58858751097,0.004430181439972172
Salmonellosis,2022,6,923.2591293158208,630,transition,0.6823653078490112,-31.763469215098883,565.8224433057171,2262.7921652129908,466.96008637551745,7423.991408286087,FALSE,FALSE,2022-06-01,293.2591293158208,0,12738.984538541736,55.1368217149427,-12683.847716826793,0.004328195983606582
Salmonellosis,2022,7,865.4814314096919,623,transition,0.7198305791324265,-28.01694208675735,542.5312767901873,1967.4486184499983,450.68555235881433,5146.187663570932,FALSE,FALSE,2022-07-01,242.48143140969194,0,12981.465969951427,55.1368217149427,-12926.329148236484,0.004247349401259417
Salmonellosis,2022,8,978.5421248240042,545,transition,0.5569509847090344,-44.304901529096554,586.1746507225532,2606.601757320509,480.64385325859826,12112.962081367608,FALSE,FALSE,2022-08-01,433.5421248240042,0,13415.00809477543,55.1368217149427,-13359.871273060488,0.004110084863565317
Salmonellosis,2022,9,778.6649091370185,694,transition,0.8912691349725118,-10.87308650274882,503.003752352645,1616.5718589966218,421.6280141357312,3432.4247080186424,FALSE,FALSE,2022-09-01,84.66490913701853,0,13499.67300391245,55.1368217149427,-13444.536182197508,0.004084307945752689
Salmonellosis,2022,10,1031.5754948994247,690,transition,0.668879789614693,-33.112021038530706,603.2800943645642,3028.068054443294,491.40926193473064,28206.664617578415,FALSE,FALSE,2022-10-01,341.5754948994247,0,13841.248498811874,55.1368217149427,-13786.111677096931,0.0039835150506600334
Salmonellosis,2022,11,1397.8209110714404,791,transition,0.5658807889729539,-43.4119211027046,719.5340488815154,9269.432019114,567.4945128061358,NA,FALSE,NA,2022-11-01,606.8209110714404,0,14448.069409883316,55.1368217149427,-14392.932588168373,0.003816206868249534
Salmonellosis,2022,12,1180.0212623457994,989,transition,0.8381204911799109,-16.187950882008902,652.6144420647615,4565.9197237459675,523.841085509279,NA,FALSE,NA,2022-12-01,191.0212623457994,0,14639.090672229115,55.1368217149427,-14583.953850514172,0.00376641028800643
Salmonellosis,2023,1,1737.4078359883804,1154,post_covid,0.6642078941375961,-33.57921058624039,805.4567099408619,1256087.656636777,620.6615000215719,NA,FALSE,NA,2023-01-01,583.4078359883804,0,15222.498508217495,55.1368217149427,-15167.361686502552,0.0036220612329295634
Salmonellosis,2023,2,1998.3888225140915,1165,post_covid,0.5829696337744529,-41.70303662255472,861.3849782100618,NA,654.0871727180504,NA,FALSE,NA,2023-02-01,833.3888225140915,0,16055.887330731586,55.1368217149427,-16000.750509016643,0.0034340563420253143
Salmonellosis,2023,3,1761.6497941992095,1343,post_covid,0.7623535644951984,-23.76464355048016,785.2322192393804,NA,600.2183834824796,NA,FALSE,NA,2023-03-01,418.6497941992095,0,16474.537124930797,55.1368217149427,-16419.400303215854,0.0033467903405616506
Salmonellosis,2023,4,1414.2544098360363,925,post_covid,0.6540548811915964,-34.594511880840365,702.3262341995348,14574.0625374867,549.357091761421,NA,FALSE,NA,2023-04-01,489.2544098360363,0,16963.79153476683,55.1368217149427,-16908.65471305189,0.003250265225314829
Salmonellosis,2023,5,1380.396447093434,797,post_covid,0.5773703646355836,-42.26296353644165,692.2697751847337,12362.266774884842,542.699491314746,NA,FALSE,NA,2023-05-01,583.3964470934341,0,17547.187981860265,55.1368217149427,-17492.05116014532,0.003142202714870407
Salmonellosis,2023,6,876.6286079508477,804,post_covid,0.9171500823813864,-8.284991761861367,526.9992220164893,2303.7318739607927,432.55275153890847,10016.655421662888,FALSE,FALSE,2023-06-01,72.62860795084771,0,17619.816589811115,55.1368217149427,-17564.67976809617,0.003129250604505513
Salmonellosis,2023,7,846.9856062347767,730,post_covid,0.861880053954129,-13.8119946045871,515.5917632034908,2125.8166958424517,424.6879437217332,7603.446539699374,FALSE,FALSE,2023-07-01,116.9856062347767,0,17736.80219604589,55.1368217149427,-17681.665374330947,0.0031086111862506133
Salmonellosis,2023,8,967.8240089474305,649,post_covid,0.6705764622494005,-32.94235377505995,559.9287208515055,2978.4056283560494,454.77162760741663,54085.106713782036,FALSE,FALSE,2023-08-01,318.82400894743046,0,18055.62620499332,55.1368217149427,-18000.48938327838,0.0030537197153369566
Salmonellosis,2023,9,798.9613628942984,858,post_covid,1.0738942329974877,7.389423299748767,495.2860573336635,1883.3089884149235,410.10105638687185,5452.803546492341,FALSE,FALSE,2023-09-01,0,59.03863710570158,18055.62620499332,114.17545882064428,-17941.450746172675,0.006323539129818096
Salmonellosis,2023,10,1060.0690278748673,814,post_covid,0.7678745238240148,-23.21254761759852,590.3080343855245,3946.1498998559346,474.66096954536016,NA,FALSE,NA,2023-10-01,246.0690278748673,0,18301.695232868187,114.17545882064428,-18187.51977404754,0.006238518201067817
Salmonellosis,2023,11,1421.986873434039,843,post_covid,0.5928324766910051,-40.71675233089949,694.9915739032218,19354.248458330305,541.6805096920368,NA,FALSE,NA,2023-11-01,578.9868734340389,0,18880.68210630223,114.17545882064428,-18766.506647481583,0.0060472104862426225
Salmonellosis,2023,12,1194.4787653917158,1116,post_covid,0.9342987354270968,-6.570126457290312,631.6828242921821,6240.5346148595445,501.4273551473862,NA,FALSE,NA,2023-12-01,78.4787653917158,0,18959.160871693945,114.17545882064428,-18844.9854128733,0.006022178913577784
Salmonellosis,2024,1,1823.816598934953,1162,post_covid,0.6371254657286092,-36.28745342713908,785.9485932563217,NA,596.7772633551966,NA,FALSE,NA,2024-01-01,661.8165989349529,0,19620.977470628895,114.17545882064428,-19506.80201180825,0.005819050503042278
Salmonellosis,2024,2,2136.3245386452586,1325,post_covid,0.6202241167160132,-37.977588328398674,843.759703100697,NA,630.4262954472651,NA,FALSE,NA,2024-02-01,811.3245386452586,0,20432.302009274154,114.17545882064428,-20318.126550453508,0.005587988018619754
Salmonellosis,2024,3,1749.4711051865245,1638,post_covid,0.9362829686891916,-6.371703131080834,737.1491677963083,NA,557.3201268466968,NA,FALSE,NA,2024-03-01,111.47110518652448,0,20543.77311446068,114.17545882064428,-20429.597655640035,0.005557667434531616
Salmonellosis,2024,4,1458.3312245849029,1115,post_covid,0.76457253414249,-23.542746585750994,675.4811319843252,2869414.0302661075,520.4098368089404,NA,FALSE,NA,2024-04-01,343.3312245849029,0,20887.10433904558,114.17545882064428,-20772.928880224936,0.0054663134232163
Salmonellosis,2024,5,1380.8661891246402,1106,post_covid,0.8009465426198293,-19.90534573801706,656.0873901853458,41923.9269027077,508.2076209126157,NA,FALSE,NA,2024-05-01,274.8661891246402,0,21161.970528170223,114.17545882064428,-21047.795069349577,0.00539531319489634
Salmonellosis,2024,6,906.1403620763696,757,post_covid,0.8354114127146673,-16.45885872853326,513.9947768755791,3061.725930968321,415.28385850323355,NA,FALSE,NA,2024-06-01,149.14036207636957,0,21311.110890246593,114.17545882064428,-21196.935431425947,0.00535755547463735
Salmonellosis,2024,7,858.8349137367645,697,post_covid,0.8115645845921357,-18.84354154078643,497.5573236707125,2626.753936410028,404.2630488805474,42500.523180943215,FALSE,FALSE,2024-07-01,161.83491373676452,0,21472.945803983355,114.17545882064428,-21358.77034516271,0.00531717724539984
Salmonellosis,2024,8,974.739435359441,761,post_covid,0.7807214650337572,-21.927853496624287,536.0979170026665,3896.297669401597,429.7088503329431,NA,FALSE,NA,2024-08-01,213.73943535944102,0,21686.685239342798,114.17545882064428,-21572.509780522152,0.005264772258210923
Salmonellosis,2024,9,785.8244147452284,679,post_covid,0.864060707785642,-13.593929221435792,469.3219846766774,2117.583444953395,384.50708252264826,10457.602119848225,FALSE,FALSE,2024-09-01,106.82441474522841,0,21793.509654088026,114.17545882064428,-21679.33419526738,0.005238966124908993
Salmonellosis,2024,10,1041.6183466548273,784,post_covid,0.7526749144903482,-24.73250855096518,555.5690693535466,5099.976074742859,441.926752377672,NA,FALSE,NA,2024-10-01,257.6183466548273,0,22051.128000742854,114.17545882064428,-21936.952541922208,0.005177760467255823
Salmonellosis,2024,11,1406.420677316757,1077,post_covid,0.7657737242990177,-23.422627570098236,651.7737348779017,1391430.622071807,502.19938065197266,NA,FALSE,NA,2024-11-01,329.42067731675706,0,22380.54867805961,114.17545882064428,-22266.373219238965,0.005101548691367618
Salmonellosis,2024,12,1185.182913180042,940,post_covid,0.7931265204269814,-20.687347957301856,595.8390164018831,10274.426041903807,467.36724670473063,NA,FALSE,NA,2024-12-01,245.18291318004208,0,22625.73159123965,114.17545882064428,-22511.556132419006,0.005046265945488866
Salmonellosis,2025,1,1767.4155775380318,74,post_covid,0.04186904367057818,-95.81309563294218,725.7802484203547,NA,546.0958377218375,NA,TRUE,NA,2025-01-01,1693.4155775380318,0,24319.147168777683,114.17545882064428,-24204.971709957037,0.004694879225338514
Salmonellosis,2025,2,2045.7209579489845,0,post_covid,0,-100,772.8346124523117,NA,573.0233041659656,NA,TRUE,NA,2025-02-01,2045.7209579489845,0,26364.86812672667,114.17545882064428,-26250.692667906023,0.004330590931532178
Salmonellosis,2025,3,1757.3373822016415,0,post_covid,0,-100,703.2681121870883,NA,526.6864446131797,NA,TRUE,NA,2025-03-01,1757.3373822016415,0,28122.20550892831,114.17545882064428,-28008.030050107664,0.004059975267032152
Salmonellosis,2025,4,1429.7254289767775,0,post_covid,0,-100,639.3758035572731,NA,489.0509977132268,NA,TRUE,NA,2025-04-01,1429.7254289767775,0,29551.930937905086,114.17545882064428,-29437.75547908444,0.00386355325005839
Salmonellosis,2025,5,1380.589602817403,0,post_covid,0,-100,627.7999358140238,NA,481.8309787289658,NA,TRUE,NA,2025-05-01,1380.589602817403,0,30932.52054072249,114.17545882064428,-30818.345081901844,0.003691113974056299
Salmonellosis,2025,6,886.9604361308382,0,post_covid,0,-100,491.1905611264845,3405.8250802643056,394.40332227565824,NA,TRUE,NA,2025-06-01,886.9604361308382,0,31819.480976853327,114.17545882064428,-31705.30551803268,0.0035882250531898917
Salmonellosis,2025,7,851.1870291231986,0,post_covid,0,-100,479.36368318180473,2983.082904422973,386.5766201557163,NA,TRUE,NA,2025-07-01,851.1870291231986,0,32670.668005976528,114.17545882064428,-32556.49254715588,0.0034947390362436996
Salmonellosis,2025,8,970.2902367445364,0,post_covid,0,-100,516.9090706044287,4792.691711012682,411.0550292261877,NA,TRUE,NA,2025-08-01,970.2902367445364,0,33640.95824272106,114.17545882064428,-33526.78278390042,0.003393941932238169
Salmonellosis,2025,9,794.2292890704371,0,post_covid,0,-100,458.68190961987045,2463.8629312253383,372.3622926522627,53129.236426242154,TRUE,FALSE,2025-09-01,794.2292890704371,0,34435.187531791504,114.17545882064428,-34321.01207297086,0.0033156624663430215
Salmonellosis,2025,10,1053.4193182306008,0,post_covid,0,-100,540.229684389824,7255.961217629474,425.7041630242721,NA,TRUE,NA,2025-10-01,1053.4193182306008,0,35488.6068500221,114.17545882064428,-35374.431391201455,0.0032172426295334604
Salmonellosis,2025,11,1416.404045632762,0,post_covid,0,-100,628.8691272725181,NA,480.31880850637816,NA,TRUE,NA,2025-11-01,1416.404045632762,0,36905.010895654865,114.17545882064428,-36790.83543683422,0.0030937657529343018
Salmonellosis,2025,12,1191.1514973930614,0,post_covid,0,-100,576.2912279546208,20300.746024747416,448.158759531064,NA,TRUE,NA,2025-12-01,1191.1514973930614,0,38096.162393047925,114.17545882064428,-37981.98693422728,0.0029970330775752857
